iter	Passed	Remaining
1659	125025	25607
1660	125085	25529
1661	125150	25451
1662	125212	25373
1663	125275	25295
1664	125338	25218
1665	125409	25142
1666	125472	25064
1667	125533	24986
1668	125593	24908
1669	125657	24830
1670	125722	24753
1671	125789	24676
1672	125858	24599
1673	125920	24522
1674	125985	24444
1675	126051	24367
1676	126109	24289
1677	126170	24211
1678	126244	24136
1679	126305	24058
1680	126378	23982
1681	126453	23907
1682	126523	23831
1683	126595	23755
1684	126664	23679
1685	126725	23601
1686	126783	23522
1687	126844	23445
1688	126904	23367
1689	126964	23289
1690	127029	23212
1691	127089	23134
1692	127148	23056
1693	127213	22979
1694	127280	22902
1695	127343	22825
1696	127399	22747
1697	127462	22669
1698	127522	22592
1699	127582	22514
1700	127647	22437
1701	127704	22359
1702	127766	22282
1703	127830	22205
1704	127891	22127
1705	127954	22050
1706	128020	21974
1707	128081	21896
1708	128148	21820
1709	128214	21743
1710	128277	21666
1711	128341	21590
1712	128403	21513
1713	128467	21436
1714	128527	21358
1715	128597	21283
1716	128661	21206
1717	128723	21129
1718	128788	21052
1719	128852	20976
1720	128918	20899
1721	128982	20822
1722	129048	20746
1723	129111	20669
1724	129173	20592
1725	129240	20516
1726	129310	20441
1727	129377	20364
1728	129447	20289
1729	129515	20213
1730	129588	20138
1731	129659	20062
1732	129728	19986
1733	129798	19911
1734	129867	19835
1735	129935	19759
1736	130002	19683
1737	130065	19607
1738	130129	19530
1739	130199	19455
1740	130256	19377
1741	130330	19302
1742	130401	19227
1743	130474	19152
1744	130551	19077
1745	130619	19001
1746	130688	18926
1747	130757	18850
1748	130823	18774
1749	130884	18697
1750	130949	18621
1751	131020	18546
1752	131085	18470
1753	131147	18393
1754	131214	18317
1755	131278	18241
1756	131351	18166
1757	131421	18091
1758	131516	18019
1759	131630	17949
1760	131723	17877
1761	131813	17804
1762	131889	17729
1763	131975	17656
1764	132057	17582
1765	132132	17507
1766	132212	17433
1767	132287	17358
1768	132362	17284
1769	132439	17209
1770	132515	17134
1771	132596	17060
1772	132672	16986
1773	132743	16910
1774	132813	16835
1775	132878	16759
1776	132951	16684
1777	133021	16608
1778	133095	16534
1779	133165	16458
1780	133237	16383
1781	133305	16307
1782	133369	16231
1783	133439	16156
1784	133508	16080
1785	133583	16006
1786	133654	15930
1787	133728	15855
1788	133800	15780
1789	133870	15705
1790	133944	15630
1791	134015	15555
1792	134085	15479
1793	134154	15404
1794	134223	15329
1795	134292	15253
1796	134358	15177
1797	134429	15102
1798	134498	15027
1799	134572	14952
1800	134639	14876
1801	134706	14801
1802	134779	14726
1803	134849	14651
1804	134926	14576
1805	134998	14501
1806	135065	14425
1807	135135	14350
1808	135204	14275
1809	135279	14200
1810	135347	14125
1811	135417	14049
1812	135491	13975
1813	135563	13900
1814	135631	13824
1815	135700	13749
1816	135768	13673
1817	135844	13599
1818	135924	13525
1819	135995	13450
1820	136066	13375
1821	136138	13299
1822	136213	13225
1823	136283	13150
1824	136357	13075
1825	136424	12999
1826	136499	12925
1827	136573	12850
1828	136643	12775
1829	136713	12700
1830	136781	12624
1831	136847	12549
1832	136925	12474
1833	137000	12400
1834	137069	12325
1835	137142	12250
1836	137212	12175
1837	137282	12099
1838	137351	12024
1839	137422	11949
1840	137492	11874
1841	137563	11799
1842	137633	11724
1843	137705	11649
1844	137772	11574
1845	137842	11499
1846	137919	11424
1847	137997	11350
1848	138069	11275
1849	138140	11200
1850	138207	11125
1851	138278	11050
1852	138347	10975
1853	138413	10899
1854	138487	10825
1855	138558	10750
1856	138624	10674
1857	138700	10600
1858	138770	10525
1859	138842	10450
1860	138914	10375
1861	138980	10300
1862	139049	10225
1863	139122	10150
1864	139191	10075
1865	139268	10001
1866	139343	9926
1867	139417	9851
1868	139487	9776
1869	139556	9701
1870	139624	9626
1871	139692	9551
1872	139762	9476
1873	139832	9401
1874	139905	9327
1875	139973	9251
1876	140043	9177
1877	140112	9102
1878	140189	9027
1879	140259	8952
1880	140328	8877
1881	140397	8802
1882	140469	8728
1883	140540	8653
1884	140613	8578
1885	140685	8503
1886	140753	8428
1887	140824	8354
1888	140896	8279
1889	140967	8204
1890	141039	8129
1891	141109	8054
1892	141183	7980
1893	141253	7905
1894	141325	7830
1895	141408	7756
1896	141470	7681
1897	141539	7606
1898	141613	7531
1899	141681	7456
1900	141749	7382
1901	141824	7307
1902	141900	7232
1903	141968	7158
1904	142041	7083
1905	142111	7008
1906	142181	6933
1907	142248	6858
1908	142324	6784
1909	142393	6709
1910	142468	6635
1911	142540	6560
1912	142613	6485
1913	142683	6411
1914	142754	6336
1915	142820	6261
1916	142890	6186
1917	142959	6111
1918	143021	6036
1919	143087	5961
1920	143148	5886
1921	143217	5812
1922	143289	5737
1923	143362	5662
1924	143439	5588
1925	143511	5513
1926	143580	5439
1927	143645	5364
1928	143714	5289
1929	143785	5215
1930	143857	5140
1931	143929	5065
1932	143996	4991
1933	144067	4916
1934	144134	4841
1935	144214	4767
1936	144283	4692
1937	144352	4618
1938	144425	4543
1939	144498	4469
1940	144570	4394
1941	144642	4319
1942	144711	4245
1943	144784	4170
1944	144855	4096
1945	144924	4021
1946	144994	3946
1947	145064	3872
1948	145135	3797
1949	145205	3723
1950	145275	3648
1951	145343	3574
1952	145412	3499
1953	145481	3424
1954	145549	3350
1955	145623	3275
1956	145693	3201
1957	145764	3126
1958	145835	3052
1959	145910	2977
1960	145980	2903
1961	146059	2828
1962	146132	2754
1963	146203	2679
1964	146276	2605
1965	146349	2530
1966	146424	2456
1967	146492	2381
1968	146564	2307
1969	146640	2233
1970	146711	2158
1971	146782	2084
1972	146858	2009
1973	146928	1935
1974	147000	1860
1975	147072	1786
1976	147144	1711
1977	147215	1637
1978	147285	1562
1979	147357	1488
1980	147429	1414
1981	147501	1339
1982	147570	1265
1983	147645	1190
1984	147728	1116
1985	147797	1041
1986	147870	967
1987	147940	892
1988	148008	818
1989	148079	744
1990	148154	669
1991	148224	595
1992	148294	520
1993	148363	446
1994	148437	372
1995	148509	297
1996	148577	223
1997	148646	148
1998	148719	74
1999	148787	0
