iter	Logloss
171	0.2555891119
172	0.2554868398
173	0.2552813876
174	0.2551006927
175	0.254837124
176	0.2544693338
177	0.25435882
178	0.2542607478
179	0.254132423
180	0.2540469724
181	0.2536800939
182	0.2532896184
183	0.2529788785
184	0.2526587387
185	0.252347722
186	0.2518467425
187	0.2515311042
188	0.2514272971
189	0.2513296317
190	0.2508901374
191	0.2507556673
192	0.2503590487
193	0.2502500271
194	0.2500828697
195	0.2500024929
196	0.2497113044
197	0.2496181441
198	0.2491519066
199	0.2490489044
200	0.2489410421
201	0.2486926532
202	0.2486006236
203	0.2484965007
204	0.248192155
205	0.2477589568
206	0.2475473176
207	0.2474327641
208	0.2470790174
209	0.246859545
210	0.2467241489
211	0.2466289311
212	0.2465369711
213	0.2459926123
214	0.2453633551
215	0.2452220439
216	0.2451353827
217	0.2449757296
218	0.2448892558
219	0.2447603657
220	0.2446372486
221	0.2445111885
222	0.2443137427
223	0.2442493007
224	0.2440371215
225	0.2438937417
226	0.2437735788
227	0.2431630768
228	0.243087731
229	0.242998761
230	0.2427813028
231	0.2426954391
232	0.2426179882
233	0.2424192409
234	0.2423311967
235	0.2420461916
236	0.2419745832
237	0.2418991257
238	0.2418071571
239	0.2415660484
240	0.2414241797
241	0.2413439329
242	0.2412555945
243	0.2407619734
244	0.2406867531
245	0.2405868328
246	0.240496926
247	0.2402803215
248	0.24018518
249	0.2400007631
250	0.2399001208
251	0.2398300159
252	0.239731711
253	0.2396386883
254	0.2394136543
255	0.2393168538
256	0.2390490012
257	0.2389401128
258	0.2388731977
259	0.238352494
260	0.2382704352
261	0.2381364998
262	0.238007776
263	0.2378870039
264	0.237813714
265	0.2376111555
266	0.2373891982
267	0.2371510254
268	0.2369861506
269	0.2366215169
270	0.2365433659
271	0.2364768614
272	0.2364069881
273	0.2362585479
274	0.2361826329
275	0.2361160825
276	0.2359953207
277	0.2359183294
278	0.235695315
279	0.2356372987
280	0.2355721502
281	0.235398458
282	0.2352932114
283	0.2352357331
284	0.2350419929
285	0.2349709999
286	0.2348751294
287	0.2348043167
288	0.2347371514
289	0.2344648286
290	0.2343822668
291	0.2343238696
292	0.2342471176
293	0.234170912
294	0.2340657796
295	0.2339747595
296	0.2339043062
297	0.2337926553
298	0.2337026537
299	0.2336463487
300	0.2334307459
301	0.2329092636
302	0.2326781651
303	0.2323999357
304	0.2323397492
305	0.2321590602
306	0.2320933605
307	0.2320280156
308	0.2319381916
309	0.2318750575
310	0.2317904512
311	0.2316687342
312	0.2315379371
313	0.2314570628
314	0.2314093115
315	0.2313392543
316	0.2311627855
317	0.2311044967
318	0.2310163268
319	0.2309259314
320	0.2308632252
321	0.2307903667
322	0.2307207953
323	0.2306678097
324	0.2305173124
325	0.2304630115
326	0.2303927909
327	0.230247465
328	0.2301683411
329	0.2301221403
330	0.2300545775
331	0.229986059
332	0.2299407642
333	0.2298417493
334	0.2297937766
335	0.2297009052
336	0.2296348635
337	0.2295689906
338	0.2295020839
339	0.229436814
340	0.2292388602
341	0.2291868027
342	0.2291114258
343	0.2290680337
344	0.2289790488
345	0.2289370353
346	0.2288769265
347	0.228717145
348	0.2286711974
349	0.2286051709
350	0.2285460776
351	0.2284632902
352	0.2282842021
353	0.2281263148
354	0.2280359036
355	0.2279812414
356	0.2279030752
357	0.2278599408
358	0.2278221594
359	0.227759243
360	0.2276225412
361	0.2275693074
362	0.2275027101
363	0.2274463232
364	0.2273633277
365	0.2273057947
366	0.2272570175
367	0.2272113228
368	0.2271608138
369	0.2270991931
370	0.2270458529
371	0.2269727575
372	0.2269156876
373	0.2268633364
374	0.2267898254
375	0.2267183537
376	0.2266708301
377	0.2266087999
378	0.2265646817
379	0.2265068381
380	0.2264665045
381	0.2264179353
382	0.2263738525
383	0.226334891
384	0.2262750401
385	0.2262139393
386	0.2261402439
387	0.2260835674
388	0.2260362589
389	0.2259676548
390	0.2258579966
391	0.2258133245
392	0.2257407618
393	0.2256143714
394	0.2255607164
395	0.2254925483
396	0.2254369937
397	0.2253826993
398	0.2253280543
399	0.2252810919
400	0.22523231
401	0.2251910403
402	0.2251337703
403	0.2250869764
404	0.2249785248
405	0.2249068145
406	0.2248606289
407	0.2248019499
408	0.224768545
409	0.2247084418
410	0.2246551105
411	0.2245889095
412	0.2245531555
413	0.2245210743
414	0.2244790565
415	0.2243890275
416	0.2243004798
417	0.224268156
418	0.2242310477
419	0.2241890448
420	0.2241497891
421	0.2240889992
422	0.2240378839
423	0.2239734618
424	0.2239246145
425	0.2238686057
426	0.2237139554
427	0.2235694159
428	0.223517117
429	0.2234721839
430	0.2233907288
431	0.2233137878
432	0.2232663866
433	0.2232164524
434	0.223148809
435	0.2230847338
436	0.2230536537
437	0.2229349095
438	0.2228945922
439	0.2228469576
440	0.222808298
441	0.2227426715
442	0.2227012923
443	0.2226638276
444	0.2226232715
445	0.222587639
446	0.2225466622
447	0.2225079756
448	0.2224621244
449	0.222403667
450	0.2223594257
451	0.2223182281
452	0.2222722256
453	0.2222323036
454	0.2221816466
455	0.222143586
456	0.2221093771
457	0.2220532336
458	0.2220125273
459	0.2219159123
460	0.2218736612
461	0.2218256426
462	0.2217800444
463	0.2217156222
464	0.2216564402
465	0.2215523154
466	0.2214961722
467	0.2214588398
468	0.2214087599
469	0.221358842
470	0.2212887975
471	0.2212504303
472	0.2211475636
473	0.2211050934
474	0.2210468123
475	0.2210064223
476	0.2209592064
477	0.2209188915
478	0.2208526883
479	0.2208068956
480	0.2207594565
481	0.2207111287
482	0.2206877041
483	0.2205965233
484	0.2205271911
485	0.220453326
486	0.2204173693
487	0.2203649614
488	0.2203154106
489	0.2202755475
490	0.2202281448
491	0.2201748057
492	0.2201243324
493	0.2200964509
494	0.220046199
495	0.2200064218
496	0.2199567969
497	0.2199044527
498	0.2198498317
499	0.2197204866
500	0.2196876447
501	0.2196437571
502	0.219588583
503	0.2195557772
504	0.2195225557
505	0.2194785746
506	0.2194249365
507	0.2193903347
508	0.2193460666
509	0.2192594448
510	0.219153517
511	0.2191218523
512	0.2190748489
513	0.2190223254
514	0.2189657601
515	0.2189175762
516	0.2188888721
517	0.2188495115
518	0.2188047765
519	0.2187614954
520	0.2187092349
521	0.2186427793
522	0.2184738071
523	0.2183988597
524	0.2183685125
525	0.2183244055
526	0.2182926442
527	0.2181936798
528	0.2181636895
529	0.218115824
530	0.2180768242
531	0.2180345516
532	0.2180019829
533	0.2179301104
534	0.2178903125
535	0.2177814153
536	0.2175509435
537	0.2175151616
538	0.2174806826
539	0.2174346537
540	0.2173780267
541	0.2173082213
542	0.217209824
543	0.2171480113
544	0.2171104526
545	0.217087244
546	0.2170213654
547	0.2169728423
548	0.2169238271
549	0.2168790857
550	0.2168367861
551	0.2167968874
552	0.2167625745
553	0.216724631
554	0.2166955839
555	0.2166644156
556	0.2166328089
557	0.2165112883
558	0.2164612802
559	0.216424794
560	0.2163817548
561	0.2163239389
562	0.2162191437
563	0.2161860967
564	0.2161385139
565	0.216094534
566	0.2160371305
567	0.2159943127
568	0.2159574249
569	0.2159241211
570	0.2158789205
571	0.2158382974
572	0.2158104436
573	0.2157647417
574	0.215718557
575	0.215690125
576	0.2156390137
577	0.215591263
578	0.2155242164
579	0.2154995635
580	0.2154586284
581	0.2153258072
582	0.2152968813
583	0.2152411803
584	0.2151484301
585	0.2151183471
586	0.2150861797
587	0.2150447917
588	0.2150093877
589	0.2149703571
590	0.2149413258
591	0.2148899463
592	0.2148415097
593	0.2148026447
594	0.2147700818
595	0.2147315417
596	0.214692246
597	0.2146616364
598	0.2146261776
599	0.2145874369
600	0.2145544528
601	0.2145163194
602	0.214469763
603	0.2144342484
604	0.214392865
605	0.214332992
606	0.2143032277
607	0.2142661239
608	0.2142131099
609	0.2141693295
610	0.2141236198
611	0.2140788066
612	0.2140342507
613	0.2139991568
614	0.2139607179
615	0.2139261705
616	0.2138913678
617	0.2137925193
618	0.2137688298
619	0.2137320594
620	0.2136877564
621	0.213652009
622	0.2135975072
623	0.2135588804
624	0.2135254245
625	0.2134719158
626	0.2134389959
627	0.2133991225
628	0.2133428983
629	0.2133026754
630	0.2132614886
631	0.2132156025
632	0.2131149324
633	0.2130782638
634	0.2130260293
635	0.2129957406
636	0.212948282
637	0.2129154385
638	0.2128701591
639	0.2128312198
640	0.2127921557
641	0.2127521043
642	0.212726919
643	0.2126887947
644	0.2126617349
645	0.2126195137
646	0.2125832693
647	0.2125419206
648	0.2124844233
649	0.2124134561
650	0.2123796798
651	0.2123389443
652	0.2122987859
653	0.2122252738
654	0.2121875564
655	0.2121231036
656	0.2120800672
657	0.2120501174
658	0.2120176336
659	0.2119920603
660	0.2119584772
661	0.2119263725
662	0.2118795279
663	0.2118613243
664	0.2118267264
665	0.211785792
666	0.2117314786
667	0.2115987844
668	0.2115659818
669	0.211529032
670	0.2114864943
671	0.2114495414
672	0.2113751423
673	0.2113282273
674	0.2113018318
675	0.2112732091
676	0.2112454071
677	0.2111954824
678	0.2111591801
679	0.2111114651
680	0.2110813437
681	0.2110461706
682	0.2110044906
683	0.2109682254
684	0.2109381261
685	0.2108933063
686	0.2108596411
687	0.2108203891
688	0.2107926891
689	0.2106871038
690	0.2106464407
691	0.210601862
692	0.2105599648
693	0.2105186436
694	0.2104889144
695	0.2104596201
696	0.2104289491
697	0.2103886583
698	0.2103237345
699	0.2102951999
700	0.2102700905
701	0.2102441777
702	0.2101772073
703	0.2101510712
704	0.210119262
705	0.2100822862
706	0.2100576482
707	0.2100277407
708	0.2099892571
709	0.2099585938
710	0.2099125112
711	0.2098857487
712	0.2098576522
713	0.2098302561
714	0.2098013004
715	0.2097450748
716	0.209712628
717	0.2096751724
718	0.2095768457
719	0.2095363595
720	0.2095105504
721	0.2094805807
722	0.2094493803
723	0.209414006
724	0.2093836865
725	0.209354303
726	0.2093228641
727	0.2092909153
728	0.2092523807
729	0.2092170005
730	0.2091853965
731	0.2091594428
732	0.2091308354
733	0.2090834836
734	0.209053311
735	0.2090232172
736	0.2089864913
737	0.208955185
738	0.2089149083
739	0.2088895236
740	0.2088681278
741	0.208835187
742	0.2087951849
743	0.2087637919
744	0.2087196033
745	0.2086908011
746	0.2086545481
747	0.2086289217
748	0.208596347
749	0.208505854
750	0.2084775723
751	0.2084504522
752	0.2084174414
753	0.2083778685
754	0.2083493554
755	0.2083053099
756	0.2082755755
757	0.208253655
758	0.2082161077
759	0.208191495
760	0.2081719687
761	0.2080865589
762	0.2080502388
763	0.2080140605
764	0.2079879519
765	0.207956278
766	0.2079200246
767	0.2078770366
768	0.207848809
769	0.2078038435
770	0.2077668336
771	0.2077376248
772	0.2077046468
773	0.2076801273
774	0.2076498501
775	0.2076058029
776	0.2075771387
777	0.2075408912
778	0.2074964403
779	0.2074635527
780	0.2074054369
781	0.2073782767
782	0.2073493196
783	0.2073201424
784	0.207219414
785	0.2071905404
786	0.207158681
787	0.2071338703
788	0.2071051509
789	0.2070750967
790	0.2070507665
791	0.2070053185
792	0.2069798891
793	0.2069476311
794	0.2069283315
795	0.2069097575
796	0.206887166
797	0.2068508534
798	0.206829674
799	0.206813262
800	0.2067883432
801	0.2067617908
802	0.2067402225
803	0.2067150084
804	0.2066836557
805	0.2066351906
806	0.2066072352
807	0.2065705432
808	0.2065472821
809	0.2065217963
810	0.206500849
811	0.206474686
812	0.2064487132
813	0.2064113444
814	0.2063786851
815	0.206356796
816	0.2063239458
817	0.206289857
818	0.2062437693
819	0.2061936769
820	0.2061611207
821	0.2061362917
822	0.206106506
823	0.2060723067
824	0.2060355717
825	0.2059678552
826	0.2059272794
827	0.2058961127
828	0.205861603
829	0.2058257238
830	0.2057960322
831	0.2057689342
832	0.2057362091
833	0.205709935
834	0.2056793336
835	0.2055909185
836	0.2055145066
837	0.2054744009
838	0.2054500358
839	0.2054186089
840	0.2053513848
841	0.2053269632
842	0.2053059785
843	0.2052692403
844	0.2052435427
845	0.2052213685
846	0.2051917359
847	0.2051692963
848	0.2051434666
849	0.2051150926
850	0.2050450035
851	0.2050179637
852	0.2049822829
853	0.2049485748
854	0.2049223359
855	0.2048959683
856	0.2048675711
857	0.2048395398
858	0.2047823738
859	0.2047528204
860	0.2047289687
861	0.204708361
862	0.2046909088
863	0.2046573294
864	0.2046207922
865	0.2045822586
866	0.2045518375
867	0.2045226182
868	0.2044906729
869	0.204456917
870	0.2044265576
871	0.2044012004
872	0.2043773919
873	0.2043475795
874	0.2043227959
875	0.2042884291
876	0.2042696289
877	0.204231782
878	0.204205108
879	0.2041756762
880	0.2041382805
881	0.2041144557
882	0.2040785735
883	0.2040533458
884	0.2040321832
885	0.2040120672
886	0.2039489051
887	0.203919161
888	0.203883285
889	0.2038512536
890	0.2038197134
891	0.2037924046
892	0.2037585553
893	0.2037273367
894	0.2037062491
895	0.2036473066
896	0.2036182114
897	0.2036069233
898	0.2035638135
899	0.2035344265
900	0.2035056914
901	0.2034719015
902	0.2034401995
903	0.2034016188
904	0.203373081
905	0.203339633
906	0.203312904
907	0.2032897684
908	0.2032563892
909	0.2032326324
910	0.2031995616
911	0.203168085
912	0.2031439827
913	0.203107005
914	0.2030711596
915	0.2030425419
916	0.2030175607
917	0.2029802818
918	0.2029527989
919	0.2029238438
920	0.2028956883
921	0.2028705175
922	0.2028534357
923	0.2028271039
924	0.2027684204
925	0.2027435997
926	0.2026732297
927	0.2026507684
928	0.2026235938
929	0.202605622
930	0.2025745729
931	0.2025569566
932	0.2025376752
933	0.2025078768
934	0.2024833835
935	0.2024565618
936	0.2024293424
937	0.2024006537
938	0.2023693097
939	0.2023420204
940	0.2023125689
941	0.2022868408
942	0.2022543381
943	0.2022159497
944	0.2021785469
945	0.2021507827
946	0.2021206968
947	0.2020886503
948	0.2020598655
949	0.202024893
950	0.2020025441
951	0.2019749507
952	0.201940374
953	0.2019124263
954	0.2018329204
955	0.2018023648
956	0.2017791107
957	0.2017481936
958	0.2017137993
959	0.201686119
960	0.2016596154
961	0.2016348198
962	0.2016162267
963	0.2015918446
964	0.201563704
965	0.2015414283
966	0.2015148681
967	0.2014782001
968	0.2014540547
969	0.2014250893
970	0.2013991884
971	0.201372933
972	0.2013318344
973	0.2012986948
974	0.2012752475
975	0.2012445623
976	0.2012164051
977	0.2011890659
978	0.2011690664
979	0.2011411203
980	0.2011225879
981	0.2010999195
982	0.2010672654
983	0.2010401059
984	0.2010079056
985	0.2009778685
986	0.2009333511
987	0.2008755877
988	0.2008519863
989	0.2008180042
990	0.2007970029
991	0.200770203
992	0.2007528866
993	0.2007173379
994	0.2006904556
995	0.2006666367
996	0.2005712312
997	0.2005508328
998	0.2005291839
999	0.2004850639
1000	0.2004388364
1001	0.2004084734
1002	0.2003794499
1003	0.2003430724
1004	0.2003207699
1005	0.2002765068
1006	0.2002494108
1007	0.2002230727
1008	0.2002010626
1009	0.2001697004
1010	0.2001519405
1011	0.2001255461
1012	0.2001053361
1013	0.2000850033
1014	0.2000717597
1015	0.2000442377
1016	0.2000102977
1017	0.1999902984
1018	0.1999624767
1019	0.1999283492
1020	0.1998981478
1021	0.199873902
1022	0.1998464575
1023	0.1998209666
1024	0.1997872279
1025	0.1997482406
1026	0.1997252051
1027	0.1997021148
1028	0.1996725736
1029	0.1996408396
1030	0.1996188967
1031	0.1995890185
1032	0.1995692609
1033	0.1995489035
1034	0.1995192858
1035	0.1994952426
1036	0.199464365
1037	0.1994419863
1038	0.1994227231
1039	0.1993999505
1040	0.1993791941
1041	0.1992331234
1042	0.1992081745
1043	0.1991951026
1044	0.1991779649
1045	0.1991526643
1046	0.199132464
1047	0.199108524
1048	0.1990852718
1049	0.199062812
1050	0.198976289
1051	0.1989482075
1052	0.1989256999
1053	0.1989017328
1054	0.1988715978
1055	0.1988482103
1056	0.1988235923
1057	0.1987973713
1058	0.1987715736
1059	0.1987433856
1060	0.1987144838
1061	0.1986880956
1062	0.1986569241
1063	0.198633633
1064	0.1985912022
1065	0.1985620282
1066	0.1985410304
1067	0.1985121485
1068	0.1984881203
1069	0.1984624842
1070	0.1984352654
1071	0.198412018
1072	0.1983884729
1073	0.1983671708
1074	0.1983420369
1075	0.1983137879
1076	0.1982944231
1077	0.1982694918
1078	0.1982434377
1079	0.1982214948
1080	0.1981932392
1081	0.1981678867
1082	0.1981470541
1083	0.198115016
1084	0.1980885808
1085	0.1980591267
1086	0.1980333226
1087	0.198013325
1088	0.1979788341
1089	0.1979526276
1090	0.1979306731
1091	0.1979135493
1092	0.197894947
1093	0.1978399412
1094	0.1978100223
1095	0.1977778158
1096	0.1977565264
1097	0.1977318542
1098	0.1977123196
1099	0.1976804268
1100	0.1976592866
1101	0.1976313003
1102	0.1976036537
1103	0.1975728564
1104	0.1975420862
1105	0.1975131508
1106	0.197487539
1107	0.1974559249
1108	0.1974331155
1109	0.1974036775
1110	0.1973875484
1111	0.1973736176
1112	0.1973543246
1113	0.1973377689
1114	0.1973025763
1115	0.1972382999
1116	0.1972098991
1117	0.1971788453
1118	0.197156893
1119	0.1971380615
1120	0.1971164891
1121	0.197083527
1122	0.1970693455
1123	0.1970449598
1124	0.1970222683
1125	0.1970032375
1126	0.196989666
1127	0.1969688827
1128	0.1969486482
1129	0.1969202494
1130	0.1968688803
1131	0.1968436667
1132	0.1968171832
1133	0.1967914245
1134	0.1967709978
1135	0.196747144
1136	0.1967304864
1137	0.1966938728
1138	0.1966639029
1139	0.1966430038
1140	0.196618992
1141	0.1965925127
1142	0.1965684863
1143	0.1965423552
1144	0.1965254382
1145	0.1964956834
1146	0.1964722809
1147	0.1964491358
1148	0.1964269269
1149	0.1963990851
1150	0.1963723334
1151	0.1963428683
1152	0.1963119261
1153	0.1962887977
1154	0.1962663674
1155	0.1962393713
1156	0.1962140779
1157	0.1961941476
1158	0.196170455
1159	0.1961440902
1160	0.1961107274
1161	0.1960877106
1162	0.1960665384
1163	0.1960472453
1164	0.1960241927
1165	0.1960040167
1166	0.1959712143
1167	0.1959496677
1168	0.1959321803
1169	0.1959173972
1170	0.1958808347
1171	0.1958541831
1172	0.1958367158
1173	0.1957822616
1174	0.195766737
1175	0.1957413366
1176	0.1957122716
1177	0.195684677
1178	0.1956610272
1179	0.1956343902
1180	0.195618602
1181	0.195600495
1182	0.1955723722
1183	0.1955523455
1184	0.1955280241
1185	0.1955039849
1186	0.1954764629
1187	0.1954435223
1188	0.1954177102
1189	0.1954026703
1190	0.1953773769
1191	0.1953586779
1192	0.1953329182
1193	0.1953088247
1194	0.1952794393
1195	0.1952548582
1196	0.1952342836
1197	0.1951962339
1198	0.1951680475
1199	0.1951402356
1200	0.1951121437
1201	0.1950832668
1202	0.1950563795
1203	0.1950368769
1204	0.1950124095
1205	0.1949784963
1206	0.19495519
1207	0.1949275155
1208	0.1949065272
1209	0.1948672513
1210	0.1948401856
1211	0.1948121089
1212	0.1947922186
1213	0.19476822
1214	0.194738849
1215	0.1947226607
1216	0.1946995035
1217	0.194656419
1218	0.1946130233
1219	0.1945964181
1220	0.1945701597
1221	0.1945431866
1222	0.1945257186
1223	0.1945008058
1224	0.1944713948
1225	0.1944424175
1226	0.1944173753
1227	0.194388638
1228	0.194372479
1229	0.1943488931
1230	0.1943184556
1231	0.1942979122
1232	0.1942756506
1233	0.1942487875
1234	0.1942260436
1235	0.1942034858
1236	0.1941807367
1237	0.1941532259
1238	0.1941319249
1239	0.1941024343
1240	0.1940832741
1241	0.194062917
1242	0.1940299566
1243	0.1940070241
1244	0.1939808632
1245	0.1939577866
1246	0.1939308529
1247	0.1939105755
1248	0.1938696885
1249	0.1938489535
1250	0.1938301621
1251	0.1937949099
1252	0.1937766813
1253	0.193755444
1254	0.1937283833
1255	0.1937069511
1256	0.1936844625
1257	0.1936692043
1258	0.1936476936
1259	0.19361601
1260	0.1935934196
1261	0.1935613715
1262	0.1934940398
1263	0.1934659352
1264	0.1934482399
1265	0.1934297577
1266	0.1934074285
1267	0.1933802105
1268	0.1933656787
1269	0.1933395944
1270	0.1933138035
1271	0.1932870591
1272	0.1932637973
1273	0.1932395875
1274	0.1932142209
1275	0.1931932679
1276	0.1931719545
1277	0.1931451184
1278	0.1931259519
1279	0.1931088743
1280	0.1930901305
1281	0.1930646814
1282	0.1930372876
1283	0.193018498
1284	0.193001679
1285	0.1929775823
1286	0.1929577078
1287	0.1929271581
1288	0.192898094
1289	0.1928823863
1290	0.1928608629
1291	0.1928405582
1292	0.1928187375
1293	0.1927970759
1294	0.1927754542
1295	0.1927545949
1296	0.1927335301
1297	0.1927128142
1298	0.1926964507
1299	0.1926755191
1300	0.1926463249
1301	0.1926208334
1302	0.1925887132
1303	0.1925618224
1304	0.1925443292
1305	0.1925195524
1306	0.1924986678
1307	0.1924811032
1308	0.1924496547
1309	0.1924297996
1310	0.1924008569
1311	0.1923776393
1312	0.1923548466
1313	0.192335592
1314	0.1923148324
1315	0.1922935634
1316	0.1922727161
1317	0.1922437545
1318	0.1922102817
1319	0.1921827068
1320	0.192154568
1321	0.1921023594
1322	0.1920796432
1323	0.1920522831
1324	0.1920349398
1325	0.1920055898
1326	0.1919789224
1327	0.1919620729
1328	0.1919431037
1329	0.1919234518
1330	0.191908177
1331	0.191898155
1332	0.1918704728
1333	0.1918501221
1334	0.1918284319
1335	0.1917979397
1336	0.1917809755
1337	0.1917559995
1338	0.1917310225
1339	0.1917058919
1340	0.1916838862
1341	0.1916657749
1342	0.1916445365
1343	0.1916227837
1344	0.191603759
1345	0.1915806259
1346	0.1915593843
1347	0.1915324162
1348	0.1915168261
1349	0.1914510943
1350	0.1914311684
1351	0.19140887
1352	0.1913882046
1353	0.1913591274
1354	0.1913336729
1355	0.1913124201
1356	0.1912845979
1357	0.191253869
1358	0.1912250604
1359	0.191209605
1360	0.1911922585
1361	0.1911704043
1362	0.1911548365
1363	0.1911289051
1364	0.1911045041
1365	0.1910714726
1366	0.1910519419
1367	0.1910309238
1368	0.1910083021
1369	0.1909888851
1370	0.1909665028
1371	0.1909365743
1372	0.1909033796
1373	0.190882985
1374	0.1908598391
1375	0.1908129308
1376	0.190789606
1377	0.1907701963
1378	0.1907546303
1379	0.1907411641
1380	0.1907271717
1381	0.1906983751
1382	0.1906821515
1383	0.1906538108
1384	0.1906323212
1385	0.1906062674
1386	0.1905861843
1387	0.190557889
1388	0.1905363334
1389	0.1905179993
1390	0.1904980127
1391	0.19048272
1392	0.1904593169
1393	0.19044152
1394	0.1904200397
1395	0.1904011398
1396	0.1903796526
1397	0.1903540697
1398	0.1903261555
1399	0.1903017292
1400	0.1902832797
1401	0.1902242439
1402	0.1902079251
1403	0.1901848366
1404	0.1901650577
1405	0.1901468253
1406	0.1901334622
1407	0.1901075899
1408	0.1900871863
1409	0.1900568615
1410	0.1900314473
1411	0.1900031043
1412	0.18998487
1413	0.1899676066
1414	0.1899447301
1415	0.1899293358
1416	0.1898991219
1417	0.1898778603
1418	0.1898539346
1419	0.1898301678
1420	0.1898126011
1421	0.1897898528
1422	0.1897331819
1423	0.1897126621
1424	0.1896859385
1425	0.1896755159
1426	0.1896502179
1427	0.1896316907
1428	0.189614386
1429	0.1895880521
1430	0.1895673669
1431	0.1895429465
1432	0.1895253855
1433	0.1895006815
1434	0.1894808046
1435	0.1894573656
1436	0.1894384683
1437	0.1894132699
1438	0.1894005554
1439	0.1893779079
1440	0.1893554458
1441	0.1893343988
1442	0.1893125008
1443	0.1892988157
1444	0.1892716262
1445	0.1892501925
1446	0.1892243529
1447	0.1891975608
1448	0.1891748215
1449	0.1891483559
1450	0.1891268991
1451	0.1890994993
1452	0.1890788373
1453	0.1890641194
1454	0.1890410929
1455	0.1890212548
1456	0.1890005563
1457	0.188975827
1458	0.188954953
1459	0.1889363734
1460	0.1889127421
1461	0.1888629024
1462	0.1888416371
1463	0.1888325554
1464	0.1888069044
1465	0.1887802947
1466	0.1887546969
1467	0.1887246687
1468	0.1887081878
1469	0.1886867204
1470	0.1886631497
1471	0.1886419101
1472	0.1886088683
1473	0.1885970101
1474	0.1885634148
1475	0.1885422246
1476	0.188529358
1477	0.188499251
1478	0.1884793701
1479	0.1884580228
1480	0.1884431833
1481	0.1884234098
1482	0.1884127377
1483	0.1883874174
1484	0.1883703835
1485	0.1883473852
1486	0.1883299676
1487	0.1883018359
1488	0.1882845535
1489	0.1882599979
1490	0.188243649
1491	0.1882184002
1492	0.1881522194
1493	0.1881307315
1494	0.1881194416
1495	0.1880976681
1496	0.1880626958
1497	0.1880429255
1498	0.1880273211
1499	0.1879885932
1500	0.1879637453
1501	0.1879433062
1502	0.1879262734
1503	0.1878994218
1504	0.1878735791
1505	0.1878530752
1506	0.1878305089
1507	0.1878098064
1508	0.1877945628
1509	0.1877704006
1510	0.1877506432
1511	0.1877258089
1512	0.1877117348
1513	0.1876919259
1514	0.1876694297
