iter	Logloss
1515	0.1876530804
1516	0.1876349059
1517	0.1876161641
1518	0.1875921643
1519	0.1875687565
1520	0.1875518831
1521	0.1875269429
1522	0.1875024462
1523	0.1874743318
1524	0.1874430581
1525	0.1874201389
1526	0.1874015742
1527	0.1873791329
1528	0.1873578021
1529	0.1873367271
1530	0.1873215226
1531	0.1872974423
1532	0.1872738873
1533	0.1872512326
1534	0.1872347547
1535	0.1872161428
1536	0.1871938864
1537	0.1871453598
1538	0.1871265378
1539	0.187112738
1540	0.1870957512
1541	0.1870649599
1542	0.1870469865
1543	0.1870254117
1544	0.1869837707
1545	0.186961892
1546	0.1869432333
1547	0.1869258212
1548	0.1869050523
1549	0.1868826348
1550	0.1868572794
1551	0.1868443661
1552	0.1868249506
1553	0.1868076843
1554	0.1867860471
1555	0.1867564693
1556	0.1867375807
1557	0.1867088491
1558	0.1866910749
1559	0.1866698493
1560	0.1866465448
1561	0.1866265382
1562	0.1866093163
1563	0.1865841568
1564	0.1865607237
1565	0.1865353663
1566	0.1865167337
1567	0.1864906342
1568	0.186466205
1569	0.1864444759
1570	0.186430903
1571	0.1864149366
1572	0.1863948561
1573	0.1863697123
1574	0.186349626
1575	0.1863234327
1576	0.1863105474
1577	0.1862938306
1578	0.1862748475
1579	0.1862453578
1580	0.1862249317
1581	0.1862012166
1582	0.1861779017
1583	0.1861579391
1584	0.1861372791
1585	0.1861166139
1586	0.1860997882
1587	0.1860803781
1588	0.1860613833
1589	0.1860454753
1590	0.186029581
1591	0.1860078672
1592	0.1859877791
1593	0.1859685226
1594	0.1859492344
1595	0.1859191781
1596	0.1858938506
1597	0.185878864
1598	0.1858620104
1599	0.185843438
1600	0.1858190585
1601	0.1857937449
1602	0.1857666696
1603	0.1857435736
1604	0.1857228898
1605	0.1856868498
1606	0.1856649021
1607	0.1856462814
1608	0.1856303815
1609	0.1856132652
1610	0.1855862811
1611	0.1855627401
1612	0.1855331274
1613	0.185520317
1614	0.185495457
1615	0.1854665661
1616	0.185442659
1617	0.1854234983
1618	0.185404499
1619	0.1853819635
1620	0.185347722
1621	0.1853213274
1622	0.1852973234
1623	0.1852753888
1624	0.1852576377
1625	0.1852399243
1626	0.1852164716
1627	0.1851968268
1628	0.1851398923
1629	0.1851166704
1630	0.1850872876
1631	0.1850620403
1632	0.1850422455
1633	0.1850198983
1634	0.1850049214
1635	0.1849883683
1636	0.1849622588
1637	0.1849415913
1638	0.1849159819
1639	0.1848966775
1640	0.1848799221
1641	0.184859398
1642	0.184841041
1643	0.1848187593
1644	0.1848014296
1645	0.1847775883
1646	0.1847540428
1647	0.1847320788
1648	0.1847122576
1649	0.184691163
1650	0.1846699419
1651	0.1846394498
1652	0.1846150037
1653	0.1845972831
1654	0.1845781911
1655	0.1845570105
1656	0.1845385506
1657	0.1845185147
1658	0.1844990029
1659	0.1844733499
1660	0.1844585187
1661	0.1844249075
1662	0.1843990918
1663	0.1843700598
1664	0.184354342
1665	0.184336755
1666	0.1843178546
1667	0.1842994757
1668	0.1842841317
1669	0.1842669407
1670	0.1842476366
1671	0.1842268803
1672	0.1842157251
1673	0.1842009088
1674	0.184183721
1675	0.1841586099
1676	0.184139659
1677	0.1841190664
1678	0.1840773241
1679	0.1840602392
1680	0.1840379273
1681	0.1840155234
1682	0.1839941422
1683	0.1839748457
1684	0.1839541446
1685	0.1839392595
1686	0.183926276
1687	0.1839036976
1688	0.1838852506
1689	0.1838671653
1690	0.1838440255
1691	0.1838225511
1692	0.1838060079
1693	0.1837824961
1694	0.1837605818
1695	0.1837391344
1696	0.1837266199
1697	0.1837036197
1698	0.1836830374
1699	0.1836662344
1700	0.1836491159
1701	0.1836375788
1702	0.1836120483
1703	0.1835856782
1704	0.1835706248
1705	0.1835537611
1706	0.1835258091
1707	0.1835066675
1708	0.1834950069
1709	0.1834799164
1710	0.1834213615
1711	0.1833997555
1712	0.1833752482
1713	0.1833521106
1714	0.1833320653
1715	0.1833017683
1716	0.1832855967
1717	0.1832768333
1718	0.1832540576
1719	0.1832343746
1720	0.1832195625
1721	0.1831840465
1722	0.1831541225
1723	0.1831309293
1724	0.183102341
1725	0.1830454027
1726	0.1830173364
1727	0.1829905468
1728	0.1829670571
1729	0.1829448018
1730	0.1829218535
1731	0.1828950295
1732	0.1828706206
1733	0.1828568711
1734	0.1828369864
1735	0.1828221817
1736	0.1828016276
1737	0.1827820754
1738	0.1827546996
1739	0.1827312618
1740	0.1826992566
1741	0.1826762804
1742	0.1826611696
1743	0.1826445139
1744	0.1826268094
1745	0.182601343
1746	0.1825766385
1747	0.1825559816
1748	0.1825260502
1749	0.1824999786
1750	0.182485135
1751	0.1824678492
1752	0.1824573404
1753	0.1824355293
1754	0.1824151135
1755	0.1823937809
1756	0.1823770067
1757	0.1823601173
1758	0.1823462182
1759	0.1823218192
1760	0.1823053484
1761	0.1822891847
1762	0.1822632603
1763	0.1822430991
1764	0.1822267104
1765	0.1822046085
1766	0.1821822879
1767	0.1821623344
1768	0.1821405525
1769	0.1821136372
1770	0.1820961101
1771	0.1820735977
1772	0.1820579209
1773	0.1820395452
1774	0.1820217911
1775	0.1820015174
1776	0.1819860128
1777	0.1819608136
1778	0.1819396467
1779	0.1819244011
1780	0.1819085208
1781	0.1818958986
1782	0.1818742031
1783	0.1818527807
1784	0.1818335933
1785	0.1818101829
1786	0.1817904949
1787	0.181775122
1788	0.1817498212
1789	0.1817378145
1790	0.1817216021
1791	0.1816997377
1792	0.1816738736
1793	0.1816510166
1794	0.1816379685
1795	0.1816206776
1796	0.1816054582
1797	0.1815876809
1798	0.1815704373
1799	0.1815504693
1800	0.1815392772
1801	0.1815308064
1802	0.1815099715
1803	0.1814933712
1804	0.1814763725
1805	0.1814623978
1806	0.1814438768
1807	0.1814293003
1808	0.1814107584
1809	0.1813819554
1810	0.1813684632
1811	0.1813513186
1812	0.1813271287
1813	0.1813067124
1814	0.1812754786
1815	0.1812556132
1816	0.1812456836
1817	0.1812198343
1818	0.1812019177
1819	0.1811894861
1820	0.1811673978
1821	0.1811469367
1822	0.1811220954
1823	0.1811083467
1824	0.1810810658
1825	0.1810610435
1826	0.1810281086
1827	0.1810048201
1828	0.1809813042
1829	0.1809591463
1830	0.1809404672
1831	0.180927859
1832	0.1809093742
1833	0.1808901218
1834	0.1808722042
1835	0.1808509914
1836	0.1808320449
1837	0.1808198447
1838	0.1807978927
1839	0.1807790885
1840	0.1807600898
1841	0.180735005
1842	0.1807170904
1843	0.1807009361
1844	0.1806878864
1845	0.1806708449
1846	0.1806502343
1847	0.1806309629
1848	0.1806086058
1849	0.1805920347
1850	0.1805615455
1851	0.1805157722
1852	0.1804978712
1853	0.1804803786
1854	0.1804569275
1855	0.1804398557
1856	0.18042843
1857	0.1804095171
1858	0.1803880086
1859	0.1803642996
1860	0.1803479434
1861	0.1803370473
1862	0.1803119308
1863	0.1802971316
1864	0.180275232
1865	0.1802553458
1866	0.1802304283
1867	0.1802068097
1868	0.1801830947
1869	0.1801653117
1870	0.180146798
1871	0.1801238321
1872	0.1801040677
1873	0.1800883079
1874	0.1800651202
1875	0.1800514871
1876	0.1800263809
1877	0.1800092627
1878	0.179992875
1879	0.1799723575
1880	0.1799511956
1881	0.1799282425
1882	0.179908437
1883	0.1798925306
1884	0.1798705323
1885	0.1798594752
1886	0.1798452971
1887	0.1798327613
1888	0.1798187671
1889	0.1797950069
1890	0.1797647846
1891	0.1797471299
1892	0.1797285353
1893	0.1797092037
1894	0.179692348
1895	0.1796670691
1896	0.1796517069
1897	0.1796355248
1898	0.1796219379
1899	0.1795944945
1900	0.1795783261
1901	0.1795652712
1902	0.1795445595
1903	0.1795289588
1904	0.1795062142
1905	0.1794922541
1906	0.1794773365
1907	0.1794593777
1908	0.1794359991
1909	0.179413644
1910	0.1794007921
1911	0.1793868041
1912	0.179363069
1913	0.1793437913
1914	0.1793276244
1915	0.1793126731
1916	0.1792997948
1917	0.1792861851
1918	0.1792643849
1919	0.1792493146
1920	0.1792268147
1921	0.1792124569
1922	0.1791946936
1923	0.179181249
1924	0.1791649903
1925	0.1791477833
1926	0.1791323586
1927	0.1791090959
1928	0.1790938588
1929	0.1790776679
1930	0.1790564204
1931	0.179033288
1932	0.1790172166
1933	0.1789937376
1934	0.1789595186
1935	0.1789417219
1936	0.1789198645
1937	0.1788968444
1938	0.178878582
1939	0.1788632242
1940	0.1788430285
1941	0.1788056183
1942	0.1787891491
1943	0.1787726793
1944	0.178761156
1945	0.1787321638
1946	0.1787150345
1947	0.1786932064
1948	0.1786833475
1949	0.1786708054
1950	0.1786543442
1951	0.1786361169
1952	0.178615958
1953	0.1785975183
1954	0.1785773995
1955	0.1785591734
1956	0.1785413805
1957	0.1785185567
1958	0.1784947925
1959	0.1784781952
1960	0.178459168
1961	0.1784385485
1962	0.1784221795
1963	0.1783974286
1964	0.1783799781
1965	0.1783644413
1966	0.1783492487
1967	0.1783286609
1968	0.1783030592
1969	0.178285825
1970	0.1782724477
1971	0.1782471094
1972	0.1782185956
1973	0.1781994101
1974	0.1781832206
1975	0.1781705854
1976	0.1781535341
1977	0.1781398606
1978	0.1781248277
1979	0.1781086037
1980	0.1780906428
1981	0.178070176
1982	0.1780490563
1983	0.1780249227
1984	0.1779595121
1985	0.1779474978
1986	0.1779268781
1987	0.1779118281
1988	0.177893397
1989	0.1778748016
1990	0.1778534625
1991	0.1778349252
1992	0.177818794
1993	0.1777943501
1994	0.1777758277
1995	0.1777563309
1996	0.1777449848
1997	0.1777248847
1998	0.1777066211
1999	0.1776862551
